Custom SKU,Description,Brand,Manufacturer SKU,UPC,MSRP,Cost
453115-15,IXS FLOW-X SS JSY GR-CML M-XX,IXS,4735100350803XXX,7630472618330,79.99,43.75
453119-01,IXS FLOW LS JSY GRPH-BLK M-SM,IXS,4735109370130S,7613017964543,87.99,48.75
453119-02,IXS FLOW LS JSY GRPH-BLK M-MD,IXS,4735109370130M,7613017964536,87.99,48.75
453119-03,IXS FLOW LS JSY GRPH-BLK M-LG,IXS,4735109370130L,7613017964529,87.99,48.75
453119-04,IXS FLOW LS JSY GRPH-BLK M-XL,IXS,4735109370130XL,7613017964550,87.99,48.75
453119-05,IXS FLOW LS JSY GRPH-BLK M-XXL,IXS,4735109370130XXL,7613017964611,87.99,48.75
453119-06,IXS FLOW LS JSY N.RED-BK M-SM,IXS,4735109370022S,7613017964581,87.99,48.75
453119-07,IXS FLOW LS JSY N.RED-BK M-MD,IXS,4735109370022M,7613017964574,87.99,48.75
453119-08,IXS FLOW LS JSY N.RED-BK M-LG,IXS,4735109370022L,7613017964567,87.99,48.75
453119-09,IXS FLOW LS JSY N.RED-BK M-XL,IXS,4735109370022XL,7613017964598,87.99,48.75
453119-10,IXS FLOW LS JSY N.RED-BK M-XXL,IXS,4735109370022XXL,7613017964604,87.99,48.75
453122-01,IXS FLOW TRL SHORT BLACK M-SM,IXS,4735109380003S,7613017965892,114.99,68.75
453122-02,IXS FLOW TRL SHORT BLACK M-MD,IXS,4735109380003M,7613017965885,114.99,68.75
453122-03,IXS FLOW TRL SHORT BLACK M-LG,IXS,4735109380003L,7613017965878,114.99,68.75
453122-04,IXS FLOW TRL SHORT BLACK M-XL,IXS,4735109380003XL,7613017965908,114.99,68.75
453122-05,IXS FLOW TRL SHORT BLACK M-XXL,IXS,4735109380003XXL,7613017965991,114.99,68.75
453122-06,IXS FLOW TRL SHORT GRPHT M-SM,IXS,4735109380130S,7613017965939,114.99,68.75
453122-07,IXS FLOW TRL SHORT GRPHT M-MD,IXS,4735109380130M,7613017965922,114.99,68.75
453122-08,IXS FLOW TRL SHORT GRPHT M-LG,IXS,4735109380130L,7613017965915,114.99,68.75
453122-09,IXS FLOW TRL SHORT GRPHT M-XL,IXS,4735109380130XL,7613017965946,114.99,68.75
453122-10,IXS FLOW TRL SHORT GRPHT M-XXL,IXS,4735109380130XXL,7613017966011,114.99,68.75
453135-01,IXS CARVE-AIR JSY BLK-CAM M-SM,IXS,4735109460003S,7613017964642,82.99,45
453135-02,IXS CARVE-AIR JSY BLK-CAM M-MD,IXS,4735109460003M,7613017964635,82.99,45
453135-03,IXS CARVE-AIR JSY BKL-CAM M-LG,IXS,4735109460003L,7613017964628,82.99,45
453135-04,IXS CARVE-AIR JSY BLK-CAM M-XL,IXS,4735109460003XL,7613017964659,82.99,45
453135-05,IXS CARVE-AIR JSY BLK-CAM M-XX,IXS,4735109460003XXL,7613017964703,82.99,45
453135-06,IXS CARVE-AIR JSY RED-CAM M-SM,IXS,4735109460022S,7613017964680,82.99,45
453135-07,IXS CARVE-AIR JSY RED-CAM M-MD,IXS,4735109460022M,7613017964673,82.99,45
453135-08,IXS CARVE-AIR JSY RED-CAM M-LG,IXS,4735109460022L,7613017964666,82.99,45
453135-09,IXS CARVE-AIR JSY RED-CAM M-XL,IXS,4735109460022XL,7613017964697,82.99,45
453135-10,IXS CARVE-AIR JSY RED-CAM M-XX,IXS,4735109460022XXL,7613017964710,82.99,45
453136-01,IXS CARV-X 3/4 JSY RED-BK M-SM,IXS,4735100460022M,7630053192075,82.99,45
453136-02,IXS CARV-X 3/4 JSY RED-BK M-MD,IXS,4735100460022L,7630053192068,82.99,45
453136-03,IXS CARV-X 3/4 JSY RED-BK M-LG,IXS,4735100460022XL,7630053192099,82.99,45
453136-04,IXS CARV-X 3/4 JSY RED-BK M-XL,IXS,4735100460022XXL,7630053192112,82.99,45
453136-05,IXS CARV-X 3/4 JSY RED-BK M-XX,IXS,4735100460022XXX,7630472618378,82.99,45
453136-06,IXS CARV-X 3/4 JSY BLK-BK M-SM,IXS,4735100460003M,7630053192037,82.99,45
453136-07,IXS CARV-X 3/4 JSY BLK-BK M-MD,IXS,4735100460003L,7630053192020,82.99,45
453136-08,IXS CARV-X 3/4 JSY BLK-BK M-LG,IXS,4735100460003XL,7630053192051,82.99,45
453136-09,IXS CARV-X 3/4 JSY BLK-BK M-XL,IXS,4735100460003XXL,7630053192105,82.99,45
453136-10,IXS CARV-X 3/4 JSY BLK-BK M-XX,IXS,4735100460003XXX,7630472618354,82.99,45
453136-11,IXS CARV-X 3/4 JSY CML-BK M-SM,IXS,4735100460803M,7630053192136,82.99,45
453136-12,IXS CARV-X 3/4 JSY CML-BK M-MD,IXS,4735100460803L,7630053192143,82.99,45
453136-13,IXS CARV-X 3/4 JSY CML-BK M-LG,IXS,4735100460803XL,7630053192150,82.99,45
453136-14,IXS CARV-X 3/4 JSY CML-BK M-XL,IXS,4735100460803XXL,7630053192167,82.99,45
453136-15,IXS CARV-X 3/4 JSY CML-BK M-XX,IXS,4735100460803XXX,7630472618361,82.99,45
453142-01,IXS CULM SHORTS BLACK M-SM,IXS,4735108221003S,7613019249815,99.99,60
453142-02,IXS CULM SHORTS BLACK M-MD,IXS,4735108221003M,7613019249822,99.99,60
453142-03,IXS CULM SHORTS BLACK M-LG,IXS,4735108221003L,7613019249839,99.99,60
453142-04,IXS CULM SHORTS BLACK M-XL,IXS,4735108221003XL,7613019249846,99.99,60
453142-05,IXS CULM SHORTS BLACK M-XX,IXS,4735108221003XXL,7613019249853,99.99,60
453142-06,IXS CULM SHORTS BLK-CAMO M-SM,IXS,4735108221130S,7613019249914,99.99,60
453142-07,IXS CULM SHORTS BLK-CAMO M-MD,IXS,4735108221130M,7613019249921,99.99,60
453142-08,IXS CULM SHORTS BLK-CAMO M-LG,IXS,4735108221130L,7613019249938,99.99,60
453142-09,IXS CULM SHORTS BLK-CAMO M-XL,IXS,4735108221130XL,7613019249945,99.99,60
453142-10,IXS CULM SHORTS BLK-CAMO M-XX,IXS,4735108221130XXL,7613019249952,99.99,60
453143-01,IXS CARVE FR SHORT BLACK M-SM,IXS,4735109480003S,7613017964949,139.99,80
453143-02,IXS CARVE FR SHORT BLACK M-MD,IXS,4735109480003M,7613017964932,139.99,80
453143-03,IXS CARVE FR SHORT BLACK M-LG,IXS,4735109480003L,7613017964925,139.99,80
453143-04,IXS CARVE FR SHORT BLACK M-XL,IXS,4735109480003XL,7613017964956,139.99,80
453143-05,IXS CARVE FR SHORT BLACK M-XXL,IXS,4735109480003XXL,7613017964963,139.99,80
453143-06,IXS CARVE FR SHORT MARNE M-SM,IXS,4735109480047S,7613017965021,139.99,80
453143-07,IXS CARVE FR SHORT MARNE M-MD,IXS,4735109480047M,7613017965038,139.99,80
453143-08,IXS CARVE FR SHORT MARNE M-LG,IXS,4735109480047L,7613017965045,139.99,80
453143-09,IXS CARVE FR SHORT MARNE M-XL,IXS,4735109480047XL,7613017965052,139.99,80
453143-10,IXS CARVE FR SHORT MARNE M-XXL,IXS,4735109480047XXL,7613017965069,139.99,80
453143-11,IXS CARVE FR SHORT TURF M-SM,IXS,4735109480804S,7613017964970,139.99,80
453143-12,IXS CARVE FR SHORT TURF M-MD,IXS,4735109480804M,7613017964987,139.99,80
453143-13,IXS CARVE FR SHORT TURF M-LG,IXS,4735109480804L,7613017964994,139.99,80
453143-14,IXS CARVE FR SHORT TURF M-XL,IXS,4735109480804XL,7613017965007,139.99,80
453143-15,IXS CARVE FR SHORT TURF M-XXL,IXS,4735109480804XXL,7613017965014,139.99,80
453144-01,IXS CARVE EVO SHORT BLK M-SM,IXS,4735100480003M,7630053192181,139.99,80
453144-02,IXS CARVE EVO SHORT BLK M-MD,IXS,4735100480003L,7630053192174,139.99,80
453144-03,IXS CARVE EVO SHORT BLK M-LG,IXS,4735100480003XL,7630053192204,139.99,80
453144-04,IXS CARVE EVO SHORT BLK M-XL,IXS,4735100480003XXL,7630053192211,139.99,80
453144-05,IXS CARVE EVO SHORT BLK M-XX,IXS,4735100480003XXX,7630472618385,139.99,80
453144-06,IXS CARVE EVO SHORT MARIN M-SM,IXS,4735100480047M,7630053192280,139.99,80
453144-07,IXS CARVE EVO SHORT MARIN M-MD,IXS,4735100480047L,7630053192297,139.99,80
453144-08,IXS CARVE EVO SHORT MARIN M-LG,IXS,4735100480047XL,7630053192303,139.99,80
453144-09,IXS CARVE EVO SHORT MARIN M-XL,IXS,4735100480047XXL,7630053192310,139.99,80
453144-10,IXS CARVE EVO SHORT MARIN M-XX,IXS,4735100480047XXX,7630472618415,139.99,80
453144-11,IXS CARVE EVO SHORT CAMEL M-SM,IXS,4735100480803M,7630053192334,139.99,80
453144-12,IXS CARVE EVO SHORT CAMEL M-MD,IXS,4735100480803L,7630053192341,139.99,80
453144-13,IXS CARVE EVO SHORT CAMEL M-LG,IXS,4735100480803XL,7630053192358,139.99,80
453144-14,IXS CARVE EVO SHORT CAMEL M-XL,IXS,4735100480803XXL,7630053192365,139.99,80
453144-15,IXS CARVE EVO SHORT CAMEL M-XX,IXS,4735100480803XXX,7630472618392,139.99,80
453154-01,IXS VERT-6.1 SHORT BLK MNS SM,IXS,4735106510003S,7610639927680,144.99,87.5
453154-02,IXS VERT-6.1 SHORT BLK MNS MD,IXS,4735106510003M,7610639927697,144.99,87.5
453154-03,IXS VERT-6.1 SHORT BLK MNS LG,IXS,4735106510003L,7610639927703,144.99,87.5
453154-04,IXS VERT-6.1 SHORT BLK MNS XL,IXS,4735106510003XL,7610639927710,144.99,87.5
453154-05,IXS VERT-6.1 SHORT BLK MNS XXL,IXS,4735106510003XXL,7610639927727,144.99,87.5
453157-11,IXS RACE-7.1 DH JSY B-YLW M-SM,IXS,4735107560005S,7613019251474,97.99,55
453157-12,IXS RACE-7.1 DH JSY B-YLW M-MD,IXS,4735107560005M,7613019251481,97.99,55
453157-13,IXS RACE-7.1 DH JSY B-YLW M-LG,IXS,4735107560005L,7613019251498,97.99,55
453157-14,IXS RACE-7.1 DH JSY B-YLW M-XL,IXS,4735107560005XL,7613019251504,97.99,55
453157-15,IXS RACE-7.1 DH JSY B-YLW M-XX,IXS,4735107560005XXL,7613019251511,97.99,55
453157-16,IXS RACE-7.1 DH JSY F.RED M-SM,IXS,473-510-7560002S,7613019339219,97.99,55
453157-17,IXS RACE-7.1 DH JSY F.RED M-MD,IXS,473-510-7560002M,7613019339202,97.99,55
453157-18,IXS RACE-7.1 DH JSY F.RED M-LG,IXS,473-510-7560002L,7613019339196,97.99,55
453157-19,IXS RACE-7.1 DH JSY F.RED M-XL,IXS,473-5107560002XL,7613019339226,97.99,55
453157-20,IXS RACE-7.1 DH JSY F.RED M-XX,IXS,4735107560002XXL,7613019339240,97.99,55
453158-06,IXS RACE-7.1 PANT BLACK M-SM,IXS,4735107521003S,7613019168291,167.99,96.25
453158-07,IXS RACE-7.1 PANT BLACK M-MD,IXS,4735107521003M,7613019168307,167.99,96.25
453158-08,IXS RACE-7.1 PANT BLACK M-LG,IXS,4735107521003L,7613019168314,167.99,96.25
453158-09,IXS RACE-7.1 PANT BLACK M-XL,IXS,4735107521003XL,7613019168321,167.99,96.25
453159-01,IXS TRGGR RACE LS JSY BLK M-SM,IXS,4735100570003M,7630053197803,104.99,57.5
453159-02,IXS TRGGR RACE LS JSY BLK M-MD,IXS,4735100570003L,7630053197797,104.99,57.5
453159-03,IXS TRGGR RACE LS JSY BLK M-LG,IXS,4735100570003XL,7630053197827,104.99,57.5
453159-04,IXS TRGGR RACE LS JSY BLK M-XL,IXS,4735100570003XXL,7630053197841,104.99,57.5
453159-05,IXS TRGGR RACE LS JSY BLK M-XX,IXS,4735100570003XXX,7630472618422,104.99,57.5
453159-06,IXS TRGGR RACE LS JSY CML M-SM,IXS,4735100570803M,7630053192617,104.99,57.5
453159-07,IXS TRGGR RACE LS JSY CML M-MD,IXS,4735100570803L,7630053192624,104.99,57.5
453159-08,IXS TRGGR RACE LS JSY CML M-LG,IXS,4735100570803XL,7630053192631,104.99,57.5
453159-09,IXS TRGGR RACE LS JSY CML M-XL,IXS,4735100570803XXL,7630053192648,104.99,57.5
453159-10,IXS TRGGR RACE LS JSY CML M-XX,IXS,4735100570803XXX,7630472618439,104.99,57.5
453160-01,IXS TRGGR RACE SHORTS BLK M-SM,IXS,4735100580003M,7630053192686,149.99,90
453160-02,IXS TRGGR RACE SHORTS BLK M-MD,IXS,4735100580003L,7630053192679,149.99,90
453160-03,IXS TRGGR RACE SHORTS BLK M-LG,IXS,4735100580003XL,7630053192709,149.99,90
453160-04,IXS TRGGR RACE SHORTS BLK M-XL,IXS,4735100580003XXL,7630053192723,149.99,90
453160-05,IXS TRGGR RACE SHORTS BLK M-XX,IXS,4735100580003XXX,7630472618446,149.99,90
453161-01,IXS TRGGR RACE PANTS BLK M-SM,IXS,4735100590003M,7630053192860,169.99,100
453161-02,IXS TRGGR RACE PANTS BLK M-MD,IXS,4735100590003L,7630053192853,169.99,100
453161-03,IXS TRGGR RACE PANTS BLK M-LG,IXS,4735100590003XL,7630053192884,169.99,100
453161-04,IXS TRGGR RACE PANTS BLK M-XL,IXS,4735100590003XXL,7630053192907,169.99,100
453161-05,IXS TRGGR RACE PANTS BLK M-XX,IXS,4735100590003XXX,7630472618477,169.99,100
453207-01,IXS FLOW SS JSY BLK-GRPH W-XS,IXS,473510965000334,7613017965397,79.99,43.75
453207-02,IXS FLOW SS JSY BLK-GRPH W-SM,IXS,473510965000336,7613017965373,79.99,43.75
453207-03,IXS FLOW SS JSY BLK-GRPH W-MD,IXS,473510965000338,7613017965380,79.99,43.75
453207-04,IXS FLOW SS JSY BLK-GRPH W-LG,IXS,473510965000340,7613017965342,79.99,43.75
453207-05,IXS FLOW SS JSY BLK-GRPH W-XL,IXS,473510965000342,7613017965359,79.99,43.75
453207-06,IXS FLOW SS JSY JADE-GRPH W-XS,IXS,473510965007534,7613017965465,79.99,43.75
453207-07,IXS FLOW SS JSY JADE-GRPH W-SM,IXS,473510965007536,7613017965472,79.99,43.75
453207-08,IXS FLOW SS JSY JADE-GRPH W-MD,IXS,473510965007538,7613017965489,79.99,43.75
453207-09,IXS FLOW SS JSY JADE-GRPH W-LG,IXS,473510965007540,7613017965496,79.99,43.75
453207-10,IXS FLOW SS JSY JADE-GRPH W-XL,IXS,473510965007542,7613017965502,79.99,43.75
453207-11,IXS FLOW SS JSY GRPH-AUBG W-XS,IXS,473510966015134,7613017965403,79.99,43.75
453207-12,IXS FLOW SS JSY GRPH-AUBG W-SM,IXS,473510965015136,7613017965410,79.99,43.75
453207-13,IXS FLOW SS JSY GRPH-AUBG W-MD,IXS,473510965015138,7613017965427,79.99,43.75
453207-14,IXS FLOW SS JSY GRPH-AUBG W-LG,IXS,473510965015140,7613017965434,79.99,43.75
453207-15,IXS FLOW SS JSY GRPH-AUBG W-XL,IXS,473519650151142,7613017965441,79.99,43.75
453208-01,IXS FLOW-X SS JSY BLK WMN XS,IXS,473510065000334,7630053197780,79.99,43.75
453208-02,IXS FLOW-X SS JSY BLK WMN SM,IXS,473510065000336,7630053197766,79.99,43.75
453208-03,IXS FLOW-X SS JSY BLK WMN MD,IXS,473510065000338,7630053197773,79.99,43.75
453208-04,IXS FLOW-X SS JSY BLK WMN LG,IXS,473510065000340,7630053197735,79.99,43.75
453208-06,IXS FLOW-X SS JSY GRAPE WMN XS,IXS,473510065051534,7630053193157,79.99,43.75
453208-07,IXS FLOW-X SS JSY GRAPE WMN SM,IXS,473510065051536,7630053193164,79.99,43.75
453208-08,IXS FLOW-X SS JSY GRAPE WMN MD,IXS,473510065051538,7630053193171,79.99,43.75
453208-09,IXS FLOW-X SS JSY GRAPE WMN LG,IXS,473510065051540,7630053193188,79.99,43.75
453208-10,IXS FLOW-X SS JSY GRAPE WMN XL,IXS,473510065051542,7630053193195,79.99,43.75
453208-11,IXS FLOW-X SS JSY OCEAN WMN XS,IXS,473510065005034,7630053193096,79.99,43.75
453208-12,IXS FLOW-X SS JSY OCEAN WMN SM,IXS,473510065005036,7630053193102,79.99,43.75
453208-13,IXS FLOW-X SS JSY OCEAN WMN MD,IXS,473510065005038,7630053193119,79.99,43.75
453208-14,IXS FLOW-X SS JSY OCEAN WMN LG,IXS,473510065005040,7630053193126,79.99,43.75
453208-15,IXS FLOW-X SS JSY OCEAN WMN XL,IXS,473510065005042,7630053193133,79.99,43.75
453223-01,IXS CARVE 3/4 JSY BLK-CAM W-XS,IXS,473510966000334,7613017965564,82.99,45
453223-02,IXS CARVE 3/4 JSY BLK-CAM W-SM,IXS,473510966000336,7613017965557,82.99,45
453223-03,IXS CARVE 3/4 JSY BLK-CAM W-MD,IXS,473510966000338,7613017966042,82.99,45
453223-04,IXS CARVE 3/4 JSY BLK-CAM W-LG,IXS,473510966000340,7613017965526,82.99,45
453223-05,IXS CARVE 3/4 JSY BLK-CAM W-XL,IXS,473510966000342,7613017965533,82.99,45
453223-06,IXS CARVE 3/4 JSY MRN-CAM W-XS,IXS,473510966004734,7613017965571,82.99,45
453223-07,IXS CARVE 3/4 JSY MRN-CAM W-SM,IXS,473510966004736,7613017965588,82.99,45
453223-08,IXS CARVE 3/4 JSY MRN-CAM W-MD,IXS,473510966004738,7613017966059,82.99,45
453223-09,IXS CARVE 3/4 JSY MRN-CAM W-LG,IXS,473510966004740,7613017965595,82.99,45
453223-11,IXS CARVE 3/4 JSY LGN-CAM W-XS,IXS,473510966004834,7613017965625,82.99,45
453223-12,IXS CARVE 3/4 JSY LGN-CAM W-SM,IXS,473510966004836,7613017965632,82.99,45
453223-13,IXS CARVE 3/4 JSY LGN-CAM W-MD,IXS,473510966004838,7613017966066,82.99,45
453223-14,IXS CARVE 3/4 JSY LGN-CAM W-LG,IXS,473510966004840,7613017965649,82.99,45
453223-15,IXS CARVE 3/4 JSY LGN-CAM W-XL,IXS,473510966004842,7613017965656,82.99,45
453224-01,IXS CARV-X 3/4 JSY GR-BLK W XS,IXS,473510066000334,7630053193263,82.99,45
453224-02,IXS CARV-X 3/4 JSY GR-BLK W SM,IXS,473510066000336,7630053193249,82.99,45
453224-03,IXS CARV-X 3/4 JSY GR-BLK W MD,IXS,473510066000338,7630053193256,82.99,45
453224-04,IXS CARV-X 3/4 JSY GR-BLK W LG,IXS,473510066000340,7630053193218,82.99,45
453224-05,IXS CARV-X 3/4 JSY GR-BLK W XL,IXS,473510066000342,7630053193225,82.99,45
453224-06,IXS CARV-X 3/4 JSY GR-GRP W XS,IXS,473510066051534,7630053193430,82.99,45
453224-07,IXS CARV-X 3/4 JSY GR-GRP W SM,IXS,473510066051536,7630053193447,82.99,45
453224-08,IXS CARV-X 3/4 JSY GR-GRP W MD,IXS,473510066051538,7630053193454,82.99,45
453224-09,IXS CARV-X 3/4 JSY GR-GRP W LG,IXS,473510066051540,7630053193461,82.99,45
453224-10,IXS CARV-X 3/4 JSY GR-GRP W XL,IXS,473510066051542,7630053193478,82.99,45
453224-11,IXS CARV-X 3/4 JSY CM-OCN W XS,IXS,473510066005304,7630053193379,82.99,45
453224-12,IXS CARV-X 3/4 JSY CM-OCN W SM,IXS,473510066005036,7630053193386,82.99,45
453224-13,IXS CARV-X 3/4 JSY CM-OCN W MD,IXS,473510066005038,7630053193393,82.99,45
453224-14,IXS CARV-X 3/4 JSY CM-OCN W LG,IXS,473510066005040,7630053193409,82.99,45
453224-15,IXS CARV-X 3/4 JSY CM-OCN W XL,IXS,473510066005042,7630053193416,82.99,45
453230-01,IXS SEVR 6.1 SHORT BLK WMN SM,IXS,473510683000336,7610639928960,149.99,87.5
453230-02,IXS SEVR 6.1 SHORT BLK WMN MD,IXS,473510683000338,7610639928977,149.99,87.5
453230-03,IXS SEVR 6.1 SHORT BLK WMN LG,IXS,473510683000340,7610639928984,149.99,87.5
453230-04,IXS SEVR 6.1 SHORT BLK WMN XL,IXS,473510683000342,7610639928991,149.99,87.5
453230-05,IXS SEVR 6.1 SHORT BLK WMN XXL,IXS,473510683000344,7610639929004,149.99,87.5
453231-01,IXS CARVE FR SHORT BLACK W-XS,IXS,473510968000334,7613017965724,139.99,80
453231-02,IXS CARVE FR SHORT BLACK W-SM,IXS,473510968000336,7613017965700,139.99,80
453231-03,IXS CARVE FR SHORT BLACK W-MD,IXS,473510968000338,7613017965717,139.99,80
453231-04,IXS CARVE FR SHORT BLACK W-LG,IXS,473510968000340,7613017965670,139.99,80
453231-05,IXS CARVE FR SHORT BLACK W-XL,IXS,473510968000342,7613017965687,139.99,80
453231-06,IXS CARVE FR SHORT GRPHT W-XS,IXS,473510968013034,7613017965731,139.99,80
453231-07,IXS CARVE FR SHORT GRPHT W-SM,IXS,473510968013036,7613017965748,139.99,80
453231-08,IXS CARVE FR SHORT GRPHT W-MD,IXS,473510968013038,7613017965755,139.99,80
453231-09,IXS CARVE FR SHORT GRPHT W-LG,IXS,473510968013040,7613017965762,139.99,80
453231-11,IXS CARVE FR SHORT AUBRGN W-XS,IXS,473510968015134,7613017966813,139.99,80
453231-12,IXS CARVE FR SHORT AUBRGN W-SM,IXS,473510968015136,7613017966820,139.99,80
453231-13,IXS CARVE FR SHORT AUBRGN W-MD,IXS,473510968015138,7613017966837,139.99,80
453231-14,IXS CARVE FR SHORT AUBRGN W-LG,IXS,473510968015140,7613017966844,139.99,80
453231-15,IXS CARVE FR SHORT AUBRGN W-XL,IXS,473510968015142,7613017966851,139.99,80
453232-01,IXS CARVE EVO SHORT BLK W XS,IXS,473510068000334,7630053193560,139.99,80
453232-02,IXS CARVE EVO SHORT BLK W SM,IXS,473510068000336,7630053193546,139.99,80
453232-03,IXS CARVE EVO SHORT BLK W MD,IXS,473510068000338,7630053193553,139.99,80
453232-04,IXS CARVE EVO SHORT BLK W LG,IXS,473510068000340,7630053193515,139.99,80
453232-05,IXS CARVE EVO SHORT BLK W XL,IXS,476510068000342,7630053193522,139.99,80
453232-06,IXS CARVE EVO SHORT GRAPE W XS,IXS,473510068051534,7630053193638,139.99,80
453232-07,IXS CARVE EVO SHORT GRAPE W SM,IXS,473510068051536,7630053193645,139.99,80
453232-08,IXS CARVE EVO SHORT GRAPE W MD,IXS,473510068051538,7630053193652,139.99,80
453232-09,IXS CARVE EVO SHORT GRAPE W LG,IXS,473510068051540,7630053193669,139.99,80
453232-10,IXS CARVE EVO SHORT GRAPE W XL,IXS,473510068051542,7630053193676,139.99,80
453232-11,IXS CARVE EVO SHORT OCEAN W XS,IXS,473510068005034,7630053193577,139.99,80
453232-12,IXS CARVE EVO SHORT OCEAN W SM,IXS,473510068005036,7630053193584,139.99,80
453232-13,IXS CARVE EVO SHORT OCEAN W MD,IXS,473510068005038,7630053193591,139.99,80
453232-14,IXS CARVE EVO SHORT OCEAN W LG,IXS,473510068005040,7630053193607,139.99,80
453232-15,IXS CARVE EVO SHORT OCEAN W XL,IXS,473510068005042,7630053193614,139.99,80
453251-05,IXS PR-8.1 SS JSY RED YTH SM,IXS,4735108380021KS,7613019250002,62.99,33.75
453251-06,IXS PR-8.1 SS JSY RED YTH MD,IXS,4735108380021KM,7613019250019,62.99,33.75
453251-07,IXS PR-8.1 SS JSY RED YTH LG,IXS,4735108380021KL,7613019250026,62.99,33.75
453251-08,IXS PR-8.1 SS JSY RED YTH XL,IXS,4735108380021KXL,7613019250033,62.99,33.75
453251-09,IXS PR-8.1 SS JSY BLUE YTH SM,IXS,4735108380052KS,7613019250040,62.99,33.75
453251-10,IXS PR-8.1 SS JSY BLUE YTH MD,IXS,4735108380052KM,7613019250057,62.99,33.75
453251-11,IXS PR-8.1 SS JSY BLUE YTH LG,IXS,4735108380052KL,7613019250064,62.99,33.75
453251-12,IXS PR-8.1 SS JSY BLUE YTH XL,IXS,4735108380052KXL,7613019250071,62.99,33.75
453252-01,IXS FLOW SS JSY RED-BLK YTH SM,IXS,4735100751022KS,7630053193812,59.99,32.5
453252-02,IXS FLOW SS JSY RED-BLK YTH MD,IXS,4735100751022KM,7630053193829,59.99,32.5
453252-03,IXS FLOW SS JSY RED-BLK YTH LG,IXS,4735100751022KL,7630053193836,59.99,32.5
453252-04,IXS FLOW SS JSY RED-BLK YTH XL,IXS,4735100751022KXL,7630053193843,59.99,32.5
453252-05,IXS FLOW SS JSY CML-BLK YTH SM,IXS,4735100751803KS,7630053193737,59.99,32.5
453252-06,IXS FLOW SS JSY CML-BLK YTH MD,IXS,4735100751803KM,7630053193744,59.99,32.5
453252-07,IXS FLOW SS JSY CML-BLK YTH LG,IXS,4735100751803KL,7630053193751,59.99,32.5
453252-08,IXS FLOW SS JSY CML-BLK YTH XL,IXS,4735100751803KXL,7630053193805,59.99,32.5
453256-01,IXS CULM SHORT BLU-CAMO YTH SM,IXS,4735108281047KS,7613019257254,99.99,60
453256-02,IXS CULM SHORT BLU-CAMO YTH MD,IXS,4735108281047KM,7613019257261,99.99,60
453256-03,IXS CULM SHORT BLU-CAMO YTH LG,IXS,4735108281047KL,7613019257278,99.99,60
453256-04,IXS CULM SHORT BLU-CAMO YTH XL,IXS,4735108281047KXL,7613019257285,99.99,60
453256-05,IXS CULM SHORT BLK-CAMO YTH SM,IXS,4735108281130KS,7613019257292,99.99,60
453256-06,IXS CULM SHORT BLK-CAMO YTH MD,IXS,4735108281130KM,7613019257308,99.99,60
453256-07,IXS CULM SHORT BLK-CAMO YTH LG,IXS,4735108281130KL,7613019257315,99.99,60
453256-08,IXS CULM SHORT BLK-CAMO YTH XL,IXS,4735108281130KXL,7613019257322,99.99,60
453261-01,IXS PV-8.1 DH JSY BLU-CAM Y-SM,IXS,4735108581052KS,7613019251832,67.99,36.25
453261-02,IXS PV-8.1 DH JSY BLU-CAM Y-MD,IXS,4735108581052KM,7613019251849,67.99,36.25
453261-03,IXS PV-8.1 DH JSY BLU-CAM Y-LG,IXS,4735108581052KL,7613019251856,67.99,36.25
453261-04,IXS PV-8.1 DH JSY BLU-CAM Y-XL,IXS,4735108581052KXL,7613019251863,67.99,36.25
453261-05,IXS PV-8.1 DH JSY RED-CAM Y-SM,IXS,4735108581021KS,7613019251795,67.99,36.25
453261-06,IXS PV-8.1 DH JSY RED-CAM Y-MD,IXS,4735108581021KM,7613019251801,67.99,36.25
453261-07,IXS PV-8.1 DH JSY RED-CAM Y-LG,IXS,4735108581021KL,7613019251818,67.99,36.25
453261-08,IXS PV-8.1 DH JSY RED-CAM Y-XL,IXS,4735108581021KXL,7613019251825,67.99,36.25
453263-01,IXS RACE DH PANTS BLK YTH SM,IXS,4735108681003KS,7613019252037,149.99,86.25
453263-02,IXS RACE DH PANTS BLK YTH MED,IXS,4735108681003KM,7613019252044,149.99,86.25
453263-03,IXS RACE DH PANTS BLK YTH LRG,IXS,4735108681003KL,7613019252051,149.99,86.25
453263-04,IXS RACE DH PANTS BLK YTH XL,IXS,4735108681003KXL,7613019252068,149.99,86.25
453263-11,IXS RACE DH SHORTS BLK YTH SM,IXS,4735108680003KS,7613019251917,117.99,67.5
453263-12,IXS RACE DH SHORTS BLK YTH MED,IXS,473510868003KM,7613019251924,117.99,67.5
453263-13,IXS RACE DH SHORTS BLK YTH LRG,IXS,473510868003KL,7613019251931,117.99,67.5
453263-14,IXS RACE DH SHORTS BLK YTH XL,IXS,4735108680003KXL,7613019251948,117.99,67.5
453264-01,IXS RACE DH JSY BLK-YLW YTH-SM,IXS,4735108580005KS,7613019252655,67.99,36.25
453264-02,IXS RACE DH JSY BLK-YLW YTH-MD,IXS,4735108580005KM,7613019252662,67.99,36.25
453264-03,IXS RACE DH JSY BLK-YLW YTH-LG,IXS,4735108580005KL,7613019252679,67.99,36.25
453264-04,IXS RACE DH JSY BLK-YLW YTH-XL,IXS,4735108580005KXL,7613019252686,67.99,36.25
